"part","simulation","carcass","n_zeros","n_zeros_after_cooking"
"other",6,15,0,46
"other",6,16,0,43
"other",6,17,0,0
"other",6,18,0,45
"other",6,19,0,46
"other",6,20,0,45
"other",6,21,0,0
"other",6,22,0,43
"other",6,23,0,42
"other",6,24,0,46
"other",6,25,0,43
"other",6,26,0,0
"other",6,27,0,46
"other",6,28,0,41
"other",6,29,0,44
"other",6,30,0,46
"other",6,31,0,44
"other",6,32,0,43
"other",6,33,0,45
"other",6,34,0,0
"other",6,35,0,45
"other",6,36,0,47
"other",6,37,0,0
"other",6,38,0,43
"other",6,39,0,42
"other",6,40,0,43
"other",6,41,0,43
"other",6,42,0,41
"other",6,43,0,43
"other",6,44,0,45
"other",6,45,0,44
"other",6,46,0,0
"other",6,47,0,43
"other",6,48,0,42
"other",6,49,0,43
"other",6,50,0,44
"other",7,1,0,42
"other",7,2,0,38
"other",7,3,0,43
"other",7,4,0,41
"other",7,5,0,44
"other",7,6,0,42
"other",7,7,0,43
"other",7,8,0,47
"other",7,9,0,44
"other",7,10,0,44
"other",7,11,0,39
"other",7,12,0,44
"other",7,13,0,45
"other",7,14,0,46
"other",7,15,0,41
"other",7,16,0,42
"other",7,17,0,45
"other",7,18,0,45
"other",7,19,0,45
"other",7,20,0,45
"other",7,21,0,39
"other",7,22,0,39
"other",7,23,0,46
"other",7,24,0,39
"other",7,25,0,43
"other",7,26,0,47
"other",7,27,0,39
"other",7,28,0,44
"other",7,29,0,43
"other",7,30,0,42
"other",7,31,0,43
"other",7,32,0,43
"other",7,33,0,43
"other",7,34,0,40
"other",7,35,0,42
"other",7,36,0,42
"other",7,37,0,40
"other",7,38,0,44
"other",7,39,0,44
"other",7,40,0,44
"other",7,41,0,41
"other",7,42,0,38
"other",7,43,0,44
"other",7,44,0,42
"other",7,45,0,45
"other",7,46,0,45
"other",7,47,0,42
"other",7,48,0,42
"other",7,49,0,41
"other",7,50,0,46
"other",8,1,0,36
"other",8,2,0,45
"other",8,3,0,43
"other",8,4,0,40
"other",8,5,0,44
"other",8,6,0,41
"other",8,7,0,40
"other",8,8,0,42
"other",8,9,0,40
"other",8,10,0,43
"other",8,11,0,42
"other",8,12,0,42
"other",8,13,0,44
"other",8,14,0,46
"other",8,15,0,41
"other",8,16,0,45
"other",8,17,0,41
"other",8,18,0,38
"other",8,19,0,40
"other",8,20,0,43
"other",8,21,0,43
"other",8,22,0,40
"other",8,23,0,44
"other",8,24,0,45
"other",8,25,0,42
"other",8,26,0,44
"other",8,27,0,43
"other",8,28,0,45
"other",8,29,0,45
"other",8,30,0,42
"other",8,31,0,40
"other",8,32,0,42
"other",8,33,0,43
"other",8,34,0,41
"other",8,35,0,44
"other",8,36,0,41
"other",8,37,0,39
"other",8,38,0,40
"other",8,39,0,45
"other",8,40,0,46
"other",8,41,0,42
"other",8,42,0,41
"other",8,43,0,43
"other",8,44,0,43
"other",8,45,0,44
"other",8,46,0,46
"other",8,47,0,41
"other",8,48,0,42
"other",8,49,0,46
"other",8,50,0,39
"other",9,1,0,44
"other",9,2,0,41
"other",9,3,0,43
"other",9,4,0,0
"other",9,5,0,0
"other",9,6,0,40
"other",9,7,0,46
"other",9,8,0,0
"other",9,9,0,45
"other",9,10,0,42
"other",9,11,0,39
"other",9,12,0,42
"other",9,13,0,43
"other",9,14,0,43
"other",9,15,0,43
"other",9,16,0,0
"other",9,17,0,39
"other",9,18,0,0
"other",9,19,0,43
"other",9,20,0,43
"other",9,21,0,41
"other",9,22,0,0
"other",9,23,0,42
"other",9,24,0,39
"other",9,25,0,41
"other",9,26,0,45
"other",9,27,0,0
"other",9,28,0,44
"other",9,29,0,43
"other",9,30,0,0
"other",9,31,0,0
"other",9,32,0,43
"other",9,33,0,44
"other",9,34,0,0
"other",9,35,0,45
"other",9,36,0,42
"other",9,37,0,0
"other",9,38,0,41
"other",9,39,0,0
"other",9,40,0,43
"other",9,41,0,45
"other",9,42,0,45
"other",9,43,0,43
"other",9,44,0,47
"other",9,45,0,47
"other",9,46,0,42
"other",9,47,0,45
"other",9,48,0,43
"other",9,49,0,44
"other",9,50,0,41
"other",10,1,0,46
"other",10,2,0,45
"other",10,3,0,0
"other",10,4,0,39
"other",10,5,0,44
"other",10,6,0,45
"other",10,7,0,44
"other",10,8,0,45
"other",10,9,0,46
"other",10,10,0,44
"other",10,11,0,47
"other",10,12,0,41
"other",10,13,0,45
"other",10,14,0,42
"other",10,15,0,43
"other",10,16,0,0
"other",10,17,0,43
"other",10,18,0,44
"other",10,19,0,42
"other",10,20,0,45
"other",10,21,0,45
"other",10,22,0,44
"other",10,23,0,45
"other",10,24,0,41
"other",10,25,0,43
"other",10,26,0,45
"other",10,27,0,39
"other",10,28,0,45
"other",10,29,0,44
"other",10,30,0,41
"other",10,31,0,40
"other",10,32,0,0
"other",10,33,0,45
"other",10,34,0,47
"other",10,35,0,42
"other",10,36,0,41
"other",10,37,0,45
"other",10,38,0,41
"other",10,39,0,0
"other",10,40,0,0
"other",10,41,0,42
"other",10,42,0,45
"other",10,43,0,39
"other",10,44,0,47
"other",10,45,0,44
"other",10,46,0,46
"other",10,47,0,44
"other",10,48,0,41
"other",10,49,0,45
"other",10,50,0,43
